T,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6
995,641,651,661,671,681,691
996,642,652,662,672,682,692
997,643,653,663,673,683,693
998,644,654,664,674,684,694
999,645,655,665,675,685,695
1000,646,656,666,676,686,696
1001,647,657,667,677,687,697
1002,648,658,668,678,688,698
1003,649,659,669,679,689,699
1004,650,660,670,680,690,700
1005,651,661,671,681,691,701
1006,652,662,672,682,692,702
1007,653,663,673,683,693,703
1008,654,664,674,684,694,704
1009,655,665,675,685,695,705
1010,656,666,676,686,696,706
1011,657,667,677,687,697,707
1012,658,668,678,688,698,708
1013,659,669,679,689,699,709
1014,660,670,680,690,700,710
1015,661,671,681,691,701,711
1016,662,672,682,692,702,712
1017,663,673,683,693,703,713
1018,664,674,684,694,704,714
1019,665,675,685,695,705,715
1020,666,676,686,696,706,716
1021,667,677,687,697,707,717
1022,668,678,688,698,708,718
1023,669,679,689,699,709,719
1024,670,680,690,700,710,720
1025,671,681,691,701,711,721
1026,672,682,692,702,712,722
1027,673,683,693,703,713,723
1028,674,684,694,704,714,724
1029,675,685,695,705,715,725
1030,676,686,696,706,716,726
1031,677,687,697,707,717,727
1032,678,688,698,708,718,728
1033,679,689,699,709,719,729
1034,680,690,700,710,720,730
1035,681,691,701,711,721,731
1036,682,692,702,712,722,732
1037,683,693,703,713,723,733
1038,684,694,704,714,724,734
1039,685,695,705,715,725,735
1040,686,696,706,716,726,736
1041,687,697,707,717,727,737
1042,688,698,708,718,728,738
1043,689,699,709,719,729,739
1044,690,700,710,720,730,740
1045,691,701,711,721,731,741
1046,692,702,712,722,732,742
1047,693,703,713,723,733,743
1048,694,704,714,724,734,744
1049,695,705,715,725,735,745
1050,696,706,716,726,736,746
1051,697,707,717,727,737,747
1052,698,708,718,728,738,748
1053,699,709,719,729,739,749
1054,700,710,720,730,740,750
1055,701,711,721,731,741,751
1056,702,712,722,732,742,752
1057,703,713,723,733,743,753
1058,704,714,724,734,744,754
1059,705,715,725,735,745,755
1060,706,716,726,736,746,756
1061,707,717,727,737,747,757
1062,708,718,728,738,748,758
1063,709,719,729,739,749,759
1064,710,720,730,740,750,760
1065,711,721,731,741,751,761
1066,712,722,732,742,752,762
1067,713,723,733,743,753,763
1068,714,724,734,744,754,764
1069,715,725,735,745,755,765
1070,716,726,736,746,756,766
1071,717,727,737,747,757,767
1072,718,728,738,748,758,768
1073,719,729,739,749,759,769
1074,720,730,740,750,760,770
1075,721,731,741,751,761,771
1076,722,732,742,752,762,772
1077,723,733,743,753,763,773
1078,724,734,744,754,764,774
1079,725,735,745,755,765,775
1080,726,736,746,756,766,776
1081,727,737,747,757,767,777
1082,728,738,748,758,768,778
1083,729,739,749,759,769,779
1084,730,740,750,760,770,780
1085,731,741,751,761,771,781
1086,732,742,752,762,772,782
1087,733,743,753,763,773,783
1088,734,744,754,764,774,784
1089,735,745,755,765,775,785
1090,736,746,756,766,776,786
1091,737,747,757,767,777,787
1092,738,748,758,768,778,788
1093,739,749,759,769,779,789
1094,740,750,760,770,780,790
1095,741,751,761,771,781,791
1096,742,752,762,772,782,792
1097,743,753,763,773,783,793
1098,744,754,764,774,784,794
1099,745,755,765,775,785,795
1100,746,756,766,776,786,796
1101,747,757,767,777,787,797
1102,748,758,768,778,788,798
1103,749,759,769,779,789,799
1104,750,760,770,780,790,800
1105,751,761,771,781,791,801
1106,752,762,772,782,792,802
1107,753,763,773,783,793,803
1108,754,764,774,784,794,804
1109,755,765,775,785,795,805
1110,756,766,776,786,796,806
1111,757,767,777,787,797,807
1112,758,768,778,788,798,808
1113,759,769,779,789,799,809
1114,760,770,780,790,800,810
1115,761,771,781,791,801,811
1116,762,772,782,792,802,812
1117,763,773,783,793,803,813
1118,764,774,784,794,804,814
1119,765,775,785,795,805,815
1120,766,776,786,796,806,816
1121,767,777,787,797,807,817
1122,768,778,788,798,808,818
1123,769,779,789,799,809,819
1124,770,780,790,800,810,820
1125,771,781,791,801,811,821
1126,772,782,792,802,812,822
1127,773,783,793,803,813,823
1128,774,784,794,804,814,824
1129,775,785,795,805,815,825
1130,776,786,796,806,816,826
1131,777,787,797,807,817,827
1132,778,788,798,808,818,828
1133,779,789,799,809,819,829
1134,780,790,800,810,820,830
1135,781,791,801,811,821,831
1136,782,792,802,812,822,832
1137,783,793,803,813,823,833
1138,784,794,804,814,824,834
1139,785,795,805,815,825,835
1140,786,796,806,816,826,836
1141,787,797,807,817,827,837
1142,788,798,808,818,828,838
1143,789,799,809,819,829,839
1144,790,800,810,820,830,840
1145,791,801,811,821,831,841
1146,792,802,812,822,832,842
1147,793,803,813,823,833,843
1148,794,804,814,824,834,844
1149,795,805,815,825,835,845
1150,796,806,816,826,836,846
1151,797,807,817,827,837,847
1152,798,808,818,828,838,848
1153,799,809,819,829,839,849
1154,800,810,820,830,840,850
1155,801,811,821,831,841,851
1156,802,812,822,832,842,852
1157,803,813,823,833,843,853
1158,804,814,824,834,844,854
1159,805,815,825,835,845,855
1160,806,816,826,836,846,856
1161,807,817,827,837,847,857
1162,808,818,828,838,848,858
1163,809,819,829,839,849,859
1164,810,820,830,840,850,860
1165,811,821,831,841,851,861
1166,812,822,832,842,852,862
1167,813,823,833,843,853,863
1168,814,824,834,844,854,864
1169,815,825,835,845,855,865
1170,816,826,836,846,856,866
1171,817,827,837,847,857,867
1172,818,828,838,848,858,868
1173,819,829,839,849,859,869
1174,820,830,840,850,860,870
1175,821,831,841,851,861,871
1176,822,832,842,852,862,872
1177,823,833,843,853,863,873
1178,824,834,844,854,864,874
1179,825,835,845,855,865,875
1180,826,836,846,856,866,876
1181,827,837,847,857,867,877
1182,828,838,848,858,868,878
1183,829,839,849,859,869,879
1184,830,840,850,860,870,880
1185,831,841,851,861,871,881
1186,832,842,852,862,872,882
1187,833,843,853,863,873,883
1188,834,844,854,864,874,884
1189,835,845,855,865,875,885
1190,836,846,856,866,876,886
1191,837,847,857,867,877,887
1192,838,848,858,868,878,888
1193,839,849,859,869,879,889
1194,840,850,860,870,880,890
1195,841,851,861,871,881,891
1196,842,852,862,872,882,892
1197,843,853,863,873,883,893
1198,844,854,864,874,884,894
1199,845,855,865,875,885,895
1200,846,856,866,876,886,896
1201,847,857,867,877,887,897
1202,848,858,868,878,888,898
1203,849,859,869,879,889,899
1204,850,860,870,880,890,900
1205,851,861,871,881,891,901
1206,852,862,872,882,892,902
1207,853,863,873,883,893,903
1208,854,864,874,884,894,904
1209,855,865,875,885,895,905
1210,856,866,876,886,896,906
1211,857,867,877,887,897,907
1212,858,868,878,888,898,908
1213,859,869,879,889,899,909
1214,860,870,880,890,900,910
1215,861,871,881,891,901,911
1216,862,872,882,892,902,912
1217,863,873,883,893,903,913
1218,864,874,884,894,904,914
1219,865,875,885,895,905,915
1220,866,876,886,896,906,916
1221,867,877,887,897,907,917
1222,868,878,888,898,908,918
1223,869,879,889,899,909,919
1224,870,880,890,900,910,920
1225,871,881,891,901,911,921
1226,872,882,892,902,912,922
1227,873,883,893,903,913,923
1228,874,884,894,904,914,924
1229,875,885,895,905,915,925
1230,876,886,896,906,916,926
1231,877,887,897,907,917,927
1232,878,888,898,908,918,928
1233,879,889,899,909,919,929
1234,880,890,900,910,920,930
1235,881,891,901,911,921,931
1236,882,892,902,912,922,932
1237,883,893,903,913,923,933
1238,884,894,904,914,924,934
1239,885,895,905,915,925,935
1240,886,896,906,916,926,936
1241,887,897,907,917,927,937
1242,888,898,908,918,928,938
1243,889,899,909,919,929,939
1244,890,900,910,920,930,940
1245,891,901,911,921,931,941
1246,892,902,912,922,932,942
1247,893,903,913,923,933,943
1248,894,904,914,924,934,944
1249,895,905,915,925,935,945
1250,896,906,916,926,936,946
1251,897,907,917,927,937,947
1252,898,908,918,928,938,948
1253,899,909,919,929,939,949
1254,900,910,920,930,940,950
1255,901,911,921,931,941,951
1256,902,912,922,932,942,952
1257,903,913,923,933,943,953
1258,904,914,924,934,944,954
1259,905,915,925,935,945,955
1260,906,916,926,936,946,956
1261,907,917,927,937,947,957
1262,908,918,928,938,948,958
1263,909,919,929,939,949,959
1264,910,920,930,940,950,960
1265,911,921,931,941,951,961
1266,912,922,932,942,952,962
1267,913,923,933,943,953,963
1268,914,924,934,944,954,964
1269,915,925,935,945,955,965
1270,916,926,936,946,956,966
1271,917,927,937,947,957,967
1272,918,928,938,948,958,968
1273,919,929,939,949,959,969
1274,920,930,940,950,960,970
1275,921,931,941,951,961,971
1276,922,932,942,952,962,972
1277,923,933,943,953,963,973
1278,924,934,944,954,964,974
1279,925,935,945,955,965,975
1280,926,936,946,956,966,976
1281,927,937,947,957,967,977
1282,928,938,948,958,968,978
1283,929,939,949,959,969,979
1284,930,940,950,960,970,980
1285,931,941,951,961,971,981
1286,932,942,952,962,972,982
1287,933,943,953,963,973,983
1288,934,944,954,964,974,984
1289,935,945,955,965,975,985
1290,936,946,956,966,976,986
1291,937,947,957,967,977,987
1292,938,948,958,968,978,988
1293,939,949,959,969,979,989
1294,940,950,960,970,980,990
1295,941,951,961,971,981,991
1296,942,952,962,972,982,992
1297,943,953,963,973,983,993
1298,944,954,964,974,984,994
1299,945,955,965,975,985,995
1300,946,956,966,976,986,996
1301,947,957,967,977,987,997
1302,948,958,968,978,988,998
1303,949,959,969,979,989,999
1304,950,960,970,980,990,0
1305,951,961,971,981,991,1
1306,952,962,972,982,992,2
1307,953,963,973,983,993,3
1308,954,964,974,984,994,4
1309,955,965,975,985,995,5
1310,956,966,976,986,996,6
1311,957,967,977,987,997,7
1312,958,968,978,988,998,8
1313,959,969,979,989,999,9
1314,960,970,980,990,0,10
1315,961,971,981,991,1,11
1316,962,972,982,992,2,12
1317,963,973,983,993,3,13
1318,964,974,984,994,4,14
1319,965,975,985,995,5,15
1320,966,976,986,996,6,16
1321,967,977,987,997,7,17
1322,968,978,988,998,8,18
1323,969,979,989,999,9,19
1324,970,980,990,0,10,20
1325,971,981,991,1,11,21
1326,972,982,992,2,12,22
1327,973,983,993,3,13,23
1328,974,984,994,4,14,24
1329,975,985,995,5,15,25
1330,976,986,996,6,16,26
1331,977,987,997,7,17,27
1332,978,988,998,8,18,28
1333,979,989,999,9,19,29
1334,980,990,0,10,20,30
1335,981,991,1,11,21,31
1336,982,992,2,12,22,32
1337,983,993,3,13,23,33
1338,984,994,4,14,24,34
1339,985,995,5,15,25,35
1340,986,996,6,16,26,36
1341,987,997,7,17,27,37
1342,988,998,8,18,28,38
1343,989,999,9,19,29,39
1344,990,0,10,20,30,40
1345,991,1,11,21,31,41
1346,992,2,12,22,32,42
1347,993,3,13,23,33,43
1348,994,4,14,24,34,44
1349,995,5,15,25,35,45
1350,996,6,16,26,36,46
1351,997,7,17,27,37,47
1352,998,8,18,28,38,48
1353,999,9,19,29,39,49
1354,0,10,20,30,40,50
1355,1,11,21,31,41,51
1356,2,12,22,32,42,52
1357,3,13,23,33,43,53
1358,4,14,24,34,44,54
1359,5,15,25,35,45,55
1360,6,16,26,36,46,56
1361,7,17,27,37,47,57
1362,8,18,28,38,48,58
1363,9,19,29,39,49,59
1364,10,20,30,40,50,60
1365,11,21,31,41,51,61
1366,12,22,32,42,52,62
1367,13,23,33,43,53,63
1368,14,24,34,44,54,64
1369,15,25,35,45,55,65
1370,16,26,36,46,56,66
1371,17,27,37,47,57,67
1372,18,28,38,48,58,68
1373,19,29,39,49,59,69
1374,20,30,40,50,60,70
1375,21,31,41,51,61,71
1376,22,32,42,52,62,72
1377,23,33,43,53,63,73
1378,24,34,44,54,64,74
1379,25,35,45,55,65,75
1380,26,36,46,56,66,76
1381,27,37,47,57,67,77
1382,28,38,48,58,68,78
1383,29,39,49,59,69,79
1384,30,40,50,60,70,80
1385,31,41,51,61,71,81
1386,32,42,52,62,72,82
1387,33,43,53,63,73,83
1388,34,44,54,64,74,84
1389,35,45,55,65,75,85
1390,36,46,56,66,76,86
1391,37,47,57,67,77,87
1392,38,48,58,68,78,88
1393,39,49,59,69,79,89
1394,40,50,60,70,80,90
1395,41,51,61,71,81,91
1396,42,52,62,72,82,92
1397,43,53,63,73,83,93
1398,44,54,64,74,84,94
1399,45,55,65,75,85,95
1400,46,56,66,76,86,96
1401,47,57,67,77,87,97
1402,48,58,68,78,88,98
1403,49,59,69,79,89,99
1404,50,60,70,80,90,100
1405,51,61,71,81,91,101
1406,52,62,72,82,92,102
1407,53,63,73,83,93,103
1408,54,64,74,84,94,104
1409,55,65,75,85,95,105
1410,56,66,76,86,96,106
1411,57,67,77,87,97,107
1412,58,68,78,88,98,108
1413,59,69,79,89,99,109
1414,60,70,80,90,100,110
1415,61,71,81,91,101,111
1416,62,72,82,92,102,112
1417,63,73,83,93,103,113
1418,64,74,84,94,104,114
1419,65,75,85,95,105,115
1420,66,76,86,96,106,116
1421,67,77,87,97,107,117
1422,68,78,88,98,108,118
1423,69,79,89,99,109,119
1424,70,80,90,100,110,120
1425,71,81,91,101,111,121
1426,72,82,92,102,112,122
1427,73,83,93,103,113,123
1428,74,84,94,104,114,124
1429,75,85,95,105,115,125
1430,76,86,96,106,116,126
1431,77,87,97,107,117,127
1432,78,88,98,108,118,128
1433,79,89,99,109,119,129
1434,80,90,100,110,120,130
1435,81,91,101,111,121,131
1436,82,92,102,112,122,132
1437,83,93,103,113,123,133
1438,84,94,104,114,124,134
1439,85,95,105,115,125,135
1440,86,96,106,116,126,136
1441,87,97,107,117,127,137
1442,88,98,108,118,128,138
1443,89,99,109,119,129,139
1444,90,100,110,120,130,140
1445,91,101,111,121,131,141
1446,92,102,112,122,132,142
1447,93,103,113,123,133,143
1448,94,104,114,124,134,144
1449,95,105,115,125,135,145
1450,96,106,116,126,136,146
1451,97,107,117,127,137,147
1452,98,108,118,128,138,148
1453,99,109,119,129,139,149
1454,100,110,120,130,140,150
1455,101,111,121,131,141,151
1456,102,112,122,132,142,152
1457,103,113,123,133,143,153
1458,104,114,124,134,144,154
1459,105,115,125,135,145,155
1460,106,116,126,136,146,156
1461,107,117,127,137,147,157
1462,108,118,128,138,148,158
1463,109,119,129,139,149,159
1464,110,120,130,140,150,160
1465,111,121,131,141,151,161
1466,112,122,132,142,152,162
1467,113,123,133,143,153,163
1468,114,124,134,144,154,164
1469,115,125,135,145,155,165
1470,116,126,136,146,156,166
1471,117,127,137,147,157,167
1472,118,128,138,148,158,168
1473,119,129,139,149,159,169
1474,120,130,140,150,160,170
1475,121,131,141,151,161,171
1476,122,132,142,152,162,172
1477,123,133,143,153,163,173
1478,124,134,144,154,164,174
1479,125,135,145,155,165,175
1480,126,136,146,156,166,176
1481,127,137,147,157,167,177
1482,128,138,148,158,168,178
1483,129,139,149,159,169,179
1484,130,140,150,160,170,180
1485,131,141,151,161,171,181
1486,132,142,152,162,172,182
1487,133,143,153,163,173,183
1488,134,144,154,164,174,184
1489,135,145,155,165,175,185
1490,136,146,156,166,176,186
1491,137,147,157,167,177,187
1492,138,148,158,168,178,188
1493,139,149,159,169,179,189
1494,140,150,160,170,180,190
1495,141,151,161,171,181,191
1496,142,152,162,172,182,192
1497,143,153,163,173,183,193
1498,144,154,164,174,184,194
1499,145,155,165,175,185,195
1500,146,156,166,176,186,196
1501,147,157,167,177,187,197
1502,148,158,168,178,188,198
1503,149,159,169,179,189,199
1504,150,160,170,180,190,200
1505,151,161,171,181,191,201
1506,152,162,172,182,192,202
1507,153,163,173,183,193,203
1508,154,164,174,184,194,204
1509,155,165,175,185,195,205
1510,156,166,176,186,196,206
1511,157,167,177,187,197,207
1512,158,168,178,188,198,208
1513,159,169,179,189,199,209
1514,160,170,180,190,200,210
1515,161,171,181,191,201,211
1516,162,172,182,192,202,212
1517,163,173,183,193,203,213
1518,164,174,184,194,204,214
1519,165,175,185,195,205,215
1520,166,176,186,196,206,216
1521,167,177,187,197,207,217
1522,168,178,188,198,208,218
1523,169,179,189,199,209,219
1524,170,180,190,200,210,220
1525,171,181,191,201,211,221
1526,172,182,192,202,212,222
1527,173,183,193,203,213,223
1528,174,184,194,204,214,224
1529,175,185,195,205,215,225
1530,176,186,196,206,216,226
1531,177,187,197,207,217,227
1532,178,188,198,208,218,228
1533,179,189,199,209,219,229
1534,180,190,200,210,220,230
1535,181,191,201,211,221,231
1536,182,192,202,212,222,232
1537,183,193,203,213,223,233
1538,184,194,204,214,224,234
1539,185,195,205,215,225,235
1540,186,196,206,216,226,236
1541,187,197,207,217,227,237
1542,188,198,208,218,228,238
1543,189,199,209,219,229,239
1544,190,200,210,220,230,240
1545,191,201,211,221,231,241
1546,192,202,212,222,232,242
1547,193,203,213,223,233,243
1548,194,204,214,224,234,244
1549,195,205,215,225,235,245
1550,196,206,216,226,236,246
1551,197,207,217,227,237,247
1552,198,208,218,228,238,248
1553,199,209,219,229,239,249
1554,200,210,220,230,240,250
1555,201,211,221,231,241,251
1556,202,212,222,232,242,252
1557,203,213,223,233,243,253
1558,204,214,224,234,244,254
1559,205,215,225,235,245,255
1560,206,216,226,236,246,256
1561,207,217,227,237,247,257
1562,208,218,228,238,248,258
1563,209,219,229,239,249,259
1564,210,220,230,240,250,260
1565,211,221,231,241,251,261
1566,212,222,232,242,252,262
1567,213,223,233,243,253,263
1568,214,224,234,244,254,264
1569,215,225,235,245,255,265
1570,216,226,236,246,256,266
1571,217,227,237,247,257,267
1572,218,228,238,248,258,268
1573,219,229,239,249,259,269
1574,220,230,240,250,260,270
1575,221,231,241,251,261,271
1576,222,232,242,252,262,272
1577,223,233,243,253,263,273
1578,224,234,244,254,264,274
1579,225,235,245,255,265,275
1580,226,236,246,256,266,276
